["English oak","https://www.woodlandtrust.org.uk/trees-woods-and-wildlife/british-trees/a-z-of-british-trees/english-oak/","The ruling majesty of the woods, the wise old English oak holds a special place in our culture, history, and hearts. It supports more life than any other native tree species in the UK; even its fallen leaves support biodiversity.","pedunculate oak, common oak","<em>Quercus robur</em>","https://www.woodlandtrust.org.uk/media/48416/english-oak-pedunculate-oak-quercus-robur-tree-alamy-bmrxjf-oliver-smart.jpg","<img src=""tree_english-oak1.jpg"">","https://www.woodlandtrust.org.uk/media/4207/english-oak-sapling-in-tree-planting-tube-naturepl-01342458-ross-hoddinott.jpg","<img src=""tree_english-oak2.jpg"">","https://www.woodlandtrust.org.uk/media/4208/english-oak-sapling-alamy-ghdpr5-papilio.jpg","<img src=""tree_english-oak3.jpg"">","https://www.woodlandtrust.org.uk/media/4210/english-oak-solitary-tree-by-country-lane-wtml-1044060-npl-ltd.jpg","<img src=""tree_english-oak4.jpg"">","https://www.woodlandtrust.org.uk/media/49989/english-oak-tree-quercus-robur-snow-naturepl-01487884-matthew-maran.jpg","<img src=""tree_english-oak5.jpg"">","https://www.woodlandtrust.org.uk/media/4212/eanglish-oak-greenock-cut-oak-scotland-wtml-1081326-niall-benvie.jpg","<img src=""tree_english-oak6.jpg"">","https://www.woodlandtrust.org.uk/media/4218/english-oak-leaves-autumn-red-glen-finglas-wtml-1067491-laurie-campbell.jpg","<img src=""tree_english-oak7.jpg"">","https://www.woodlandtrust.org.uk/media/4216/english-oak-bare-twig-buds-wtml-1044066-nature-photographers-ltd.jpg","<img src=""tree_english-oak8.jpg"">","https://www.woodlandtrust.org.uk/media/4214/english-oak-acorn-wtml-1044063-nature-photographers-ltd.jpg","<img src=""tree_english-oak9.jpg"">","https://www.woodlandtrust.org.uk/media/4219/english-oak-leaves-glen-finglas-wtml-1067488-laurie-campbell.jpg","<img src=""tree_english-oak10.jpg"">","https://www.woodlandtrust.org.uk/media/4209/english-oak-single-leaf-wtml-1083384-laurie-campbell.jpg","<img src=""tree_english-oak11.jpg"">","Around 10cm long with 4–5 deep lobes with smooth edges. Leaf-burst occurs mid-May and the leaves have almost no stem and grow in bunches.","https://www.woodlandtrust.org.uk/media/4206/english-oak-quercus-robur-male-flowers-alamy-a8451p-geogphotos.jpg","<img src=""tree_english-oak12.jpg"">","Long, yellow hanging catkins which distribute pollen into the air.","https://www.woodlandtrust.org.uk/media/4213/english-oak-acorns-wtml-1085935-colinvarndell.jpg","<img src=""tree_english-oak13.jpg"">","Acorns are 2–2.5cm long, on long stalks and in cupules (the cup-shaped base of the acorn). As it ripens, the green acorn turns brown, loosens from the cupule and falls to the canopy below, sprouting the following spring.","Fagaceae Native_tree"]
["Hazel","https://www.woodlandtrust.org.uk/trees-woods-and-wildlife/british-trees/a-z-of-british-trees/hazel/","Catkins resembling lambs tails, and late-summer nuts. Hazel is one of the most useful trees for its bendy stems and as a conservation saviour. And its nuts are loved by people, squirrels and hazel dormice.","","<em>Corylus avellana</em>","https://www.woodlandtrust.org.uk/media/4073/hazel-nuts-wtml-1078658-ben-lee.jpg","<img src=""tree_hazel1.jpg"">","https://www.woodlandtrust.org.uk/media/4069/hazel-leaves-hazel-1019-laurie-campbell.jpg","<img src=""tree_hazel2.jpg"">","https://www.woodlandtrust.org.uk/media/4072/hazel-next-years-male-catkins-wtml-1082948-richard-gibbs.jpg","<img src=""tree_hazel3.jpg"">","https://www.woodlandtrust.org.uk/media/4074/hazel-single-leaf-diagnostic-wtml-1084123-brian-legg.jpg","<img src=""tree_hazel4.jpg"">","https://www.woodlandtrust.org.uk/media/4075/hazel-tree-autumn-wtml-1082973-richard-gibbs.jpg","<img src=""tree_hazel5.jpg"">","https://www.woodlandtrust.org.uk/media/4076/hazel-and-other-saplings-geordies-wood-wtml-1093740-laurie-campbell.jpg","<img src=""tree_hazel6.jpg"">","https://www.woodlandtrust.org.uk/media/4077/hazel-bare-twig-wtml-1028074-shaun-nixon.jpg","<img src=""tree_hazel7.jpg"">","https://www.woodlandtrust.org.uk/media/4078/hazel-bark-wtml-1083293-laurie-campbell.jpg","<img src=""tree_hazel8.jpg"">","https://www.woodlandtrust.org.uk/media/4079/hazel-female-flowers-alamy-f497f7-robin-chittenden.jpg","<img src=""tree_hazel9.jpg"">","","","https://www.woodlandtrust.org.uk/media/4070/hazel-leaves-wtml-1085564-robert-read.jpg","<img src=""tree_hazel10.jpg"">","Round to oval, doubly toothed, hairy and pointed at the tip. Leaves turn yellow before falling in autumn.","https://www.woodlandtrust.org.uk/media/4071/hazel-male-catkins-tiny-female-flower-naturepl-01239344-ross-hoddinott.jpg","<img src=""tree_hazel11.jpg"">","Hazel is monoecious, meaning that both male and female flowers are found on the same tree, although hazel flowers must be pollinated by pollen from other hazel trees. The yellow male catkins appear before the leaves and hang in clusters from mid-February. Female flowers are tiny and bud-like with red styles.","https://www.woodlandtrust.org.uk/media/4080/hazel-fruit-opened-wtml-1078673-ben-lee.jpg","<img src=""tree_hazel12.jpg"">","Once pollinated by wind, the female flowers develop into oval fruits which hang in groups of one to four. They mature into a nut with a woody shell surrounded by a cup of leafy bracts (modified leaves).","Betulaceae Native_tree"]
["Silver birch","https://www.woodlandtrust.org.uk/trees-woods-and-wildlife/british-trees/a-z-of-british-trees/silver-birch/","Pretty, pale, a symbol of purity. This common tree, with its silver-white bark, is favoured by gardeners who want to renew and purify their land for coming year.","","<em>Betula pendula</em>","https://www.woodlandtrust.org.uk/media/3952/silver-birch-crooked-tree-scotland-flickr-iain-macdiarmid.jpg","<img src=""tree_silver-birch1.jpg"">","https://www.woodlandtrust.org.uk/media/3944/silver-birch-foilage-leaves-wtml-1089338-laurie-campbell.jpg","<img src=""tree_silver-birch2.jpg"">","https://www.woodlandtrust.org.uk/media/49927/silver-birch-looking-up-canopy-wtml-1083331-laurie-campbell.jpg","<img src=""tree_silver-birch3.jpg"">","https://www.woodlandtrust.org.uk/media/3948/silver-birch-trees-snow-conifer-plantation-wtml-1083339-laurie-campbell.jpg","<img src=""tree_silver-birch4.jpg"">","https://www.woodlandtrust.org.uk/media/3949/silver-birch-trees-bow-wood-61-phil-formby.jpg","<img src=""tree_silver-birch5.jpg"">","https://www.woodlandtrust.org.uk/media/3950/silver-birch-twig-buds-wtml-1044120-nature-photographers-ltd.jpg","<img src=""tree_silver-birch6.jpg"">","https://www.woodlandtrust.org.uk/media/52170/1712540-silver-birch-john-bridges.jpg","<img src=""tree_silver-birch7.jpg"">","","","","","","","https://www.woodlandtrust.org.uk/media/3946/silver-birch-single-leaf-wtml-1084186-brian-legg.jpg","<img src=""tree_silver-birch8.jpg"">","Light green, small and triangular-shaped with a toothed edge, which fade to yellow in autumn.","https://www.woodlandtrust.org.uk/media/3947/silver-birch-tree-catkins-alamy-e3y1mb-ashley-cooper.jpg","<img src=""tree_silver-birch9.jpg"">","Silver birch is monoecious, meaning both male and female flowers (catkins) are found on the same tree, from April to May. The flowers appear from April to May. Male catkins are long and yellow-brown in colour, and hang in groups of two to four at the tips of shoots, like lambs' tails. Female catkins are smaller, short, bright green and erect.","https://www.woodlandtrust.org.uk/media/3953/silver-birch-female-fruits-wtml-1044122-nature-photographers-ltd.jpg","<img src=""tree_silver-birch10.jpg"">","After successful pollination (by wind), female catkins thicken and change colour to a dark crimson. Masses of tiny seeds are borne in autumn and dispersed by the wind.","Betulaceae Native_tree"]
["Rowan","https://www.woodlandtrust.org.uk/trees-woods-and-wildlife/british-trees/a-z-of-british-trees/rowan/","Bane of witches, diviner of the future and producer of jam, rowan is an elegant tree with a mystical history. Its leaves and berries are a favourite for wildlife in woods and towns alike.","mountain ash, witch wiggin tree, keirn, cuirn","<em>Sorbus aucuparia</em>","https://www.woodlandtrust.org.uk/media/4192/rowan-tree-growing-on-rock-wtml-1001995-niall-benvie.jpg","<img src=""tree_rowan1.jpg"">","https://www.woodlandtrust.org.uk/media/4191/rowan-tree-glen-finglas-wtml-1026913-niall-benvie.jpg","<img src=""tree_rowan2.jpg"">","https://www.woodlandtrust.org.uk/media/4186/rowan-flower-blossom-spring-wtml-1026908-niall-benvie.jpg","<img src=""tree_rowan3.jpg"">","https://www.woodlandtrust.org.uk/media/4194/rowan-bare-twig-wtml-1028079-shaun-dixon.jpg","<img src=""tree_rowan4.jpg"">","https://www.woodlandtrust.org.uk/media/4188/rowan-leaves-and-berries-wtml-1089391-paul-sterry.jpg","<img src=""tree_rowan5.jpg"">","https://www.woodlandtrust.org.uk/media/4195/rowan-bark-close-up-wtml-1044101-npl.jpg","<img src=""tree_rowan6.jpg"">","https://www.woodlandtrust.org.uk/media/4189/rowan-leaves-white-background-wtml-1044105-npl.jpg","<img src=""tree_rowan7.jpg"">","https://www.woodlandtrust.org.uk/media/4193/rowan-and-other-saplings-geordies-wood-wtml-1093732-laurie-campbell.jpg","<img src=""tree_rowan8.jpg"">","","","","","https://www.woodlandtrust.org.uk/media/4190/rowan-sorbus-aucuparia-fresh-leaves-naturepl-01367459-mark-hamblin.jpg","<img src=""tree_rowan9.jpg"">","Leaves are arranged alternately. They are divided pinnately into leaflets (like a feather), with 5–8 pairs of leaflets arranged opposite to each other, plus one 'terminal' leaflet at the end. Each leaflet is long, oval and toothed.","https://www.woodlandtrust.org.uk/media/4185/rowan-close-up-flower-head-alamy-rdpk1n-brian-hird-wildflowers.jpg","<img src=""tree_rowan10.jpg"">","Rowan is hermaphrodite, meaning each flower contains both male and female reproductive parts. Flowers are borne in dense clusters, each one bearing five creamy-white petals.","https://www.woodlandtrust.org.uk/media/4187/rowan-fruit-berries-close-up-wtml-1079191-ben-lee.jpg","<img src=""tree_rowan11.jpg"">","After successful pollination by insects, the flowers develop into scarlet fruits. The seeds are dispersed by birds.","Rosaceae Native_tree"]
["White willow","https://www.woodlandtrust.org.uk/trees-woods-and-wildlife/british-trees/a-z-of-british-trees/white-willow/","Silvery leaved, waterside and fenland dweller. White willow feeds and shelters native wildlife and has been a source of natural remedies for centuries.","","<em>Salix alba</em>","https://www.woodlandtrust.org.uk/media/48755/white-willow-tree-salix-alba-alamy-rjnrht-biosphoto.jpg","<img src=""tree_white-willow1.jpg"">","https://www.woodlandtrust.org.uk/media/31395/white-willow-salix-alba-single-leaf-wtml-1044178-npl.jpg","<img src=""tree_white-willow2.jpg"">","https://www.woodlandtrust.org.uk/media/31400/white-willow-bare-twig-white-background-wtml-1044179-npl-ltd.jpg","<img src=""tree_white-willow3.jpg"">","https://www.woodlandtrust.org.uk/media/31399/white-willow-twig-with-leaves-in-summer-alamy-eg4awn-andrew-kearton.jpg","<img src=""tree_white-willow4.jpg"">","https://www.woodlandtrust.org.uk/media/31401/white-willow-bark-portrait-wtml-1044175-npl-ltd.jpg","<img src=""tree_white-willow5.jpg"">","https://www.woodlandtrust.org.uk/media/31397/white-willow-trees-covered-in-hoar-frost-naturepl-01350172-nigel-bean.jpg","<img src=""tree_white-willow6.jpg"">","","","","","","","","","https://www.woodlandtrust.org.uk/media/31398/white-willow-twig-with-leaves-in-summer-alamy-b3b978-wildlife-gmbh.jpg","<img src=""tree_white-willow7.jpg"">","The slender, oval leaves are paler than most other willows due to a felty covering of fine, silky, silvery-white hairs on the underside.","https://www.woodlandtrust.org.uk/media/31402/white-willow-catkins-wtml-1044287-florapix.jpg","<img src=""tree_white-willow8.jpg"">","White willow is dioecious, meaning male and female flowers grow on separate trees. Catkins appear in early spring – male catkins are 4–5 cm long and female catkins 3–4 cm long.","https://www.woodlandtrust.org.uk/media/31403/white-willow-fruit-alamy-f4m206-frank-hecker.jpg","<img src=""tree_white-willow9.jpg"">","After pollination by insects, the female catkins lengthen and develop small capsules, each containing minute seeds encased in white down which aids dispersal by wind.","Salicaceae Non_native_tree"]
["Small-leaved lime","https://www.woodlandtrust.org.uk/trees-woods-and-wildlife/british-trees/a-z-of-british-trees/small-leaved-lime/","Charming, sturdy, pollinator-magnet. Not only does the small-leaved lime’s blossom produce a sweet scent and pleasantly minty honey, its leaves support the caterpillars of moths such as the lime hawk, peppered and vapourer.","","<em>Tilia cordata</em>","https://www.woodlandtrust.org.uk/media/4425/small-leaved-lime-tilia-cordata-flowering-branch-alamy-ebp6d6-blickwinkel.jpg","<img src=""tree_small-leaved-lime1.jpg"">","https://www.woodlandtrust.org.uk/media/4423/small-leaved-lime-single-leaf-wtml-1044131-npl-ltd.jpg","<img src=""tree_small-leaved-lime2.jpg"">","https://www.woodlandtrust.org.uk/media/4421/small-leaved-lime-leaves-looking-up-canopy-wtml-1041701-david-nelson.jpg","<img src=""tree_small-leaved-lime3.jpg"">","https://www.woodlandtrust.org.uk/media/4427/small-leaved-lime-bare-twig-wtml-1044129-npl-ltd.jpg","<img src=""tree_small-leaved-lime4.jpg"">","https://www.woodlandtrust.org.uk/media/4428/small-leaved-lime-bark-wtml-1087199-paul-sterry.jpg","<img src=""tree_small-leaved-lime5.jpg"">","","","","","","","","","","","https://www.woodlandtrust.org.uk/media/4424/small-leaved-lime-single-leaf-wtml-1087198-paul-sterry.jpg","<img src=""tree_small-leaved-lime6.jpg"">","Heart-shaped with a pointed tip, 3–8cm in length, and hairless except for reddish to brown tufts on the underside of the vein-joints.","https://www.woodlandtrust.org.uk/media/4426/small-leaved-flowers-close-up-alamy-dfm39f-premium-stock-photography-gmbh.jpg","<img src=""tree_small-leaved-lime7.jpg"">","Limes are hermaphrodite, meaning both male and female reproductive parts are contained within each flower. Flowers are green-yellow, have five petals, and hang in clusters of 4–10. They have a rich, heavy scent which attracts many insects, particularly bees.","https://www.woodlandtrust.org.uk/media/4422/small-leaved-lime-seedpod-wtml-1044133-npl-ltd.jpg","<img src=""tree_small-leaved-lime8.jpg"">","Once pollinated by insects, flowers develop into round-to-oval, smooth fruits with pointed tips.","Malvaceae Native_tree"]
["Alder","https://www.woodlandtrust.org.uk/trees-woods-and-wildlife/british-trees/a-z-of-british-trees/alder/","Swamp-dweller, water-lover. The wood of this tough tree doesn’t rot when waterlogged, instead turning stronger and harder.","common alder, black alder, European alder","<em>Alnus glutinosa</em>","https://www.woodlandtrust.org.uk/media/3873/alder-trees-glen-finglas-summer-wtml-1033385-niall-benvie.jpg","<img src=""tree_alder1.jpg"">","https://www.woodlandtrust.org.uk/media/3871/alder-old-twisted-glen-finglas-summer-wtml-1033206-niall-benvie.jpg","<img src=""tree_alder2.jpg"">","https://www.woodlandtrust.org.uk/media/3872/alder-specimen-tree-summer-glen-finglas-wtml1033301-niall-benvie.jpg","<img src=""tree_alder3.jpg"">","https://www.woodlandtrust.org.uk/media/3879/alder-leaves-young-female-cones-flickr-27046717507-terrence-pickles.jpg","<img src=""tree_alder4.jpg"">","https://www.woodlandtrust.org.uk/media/3876/alder-bark-close-up-flickr-42571036041-terrence-pickles.jpg","<img src=""tree_alder5.jpg"">","https://www.woodlandtrust.org.uk/media/3877/alder-conical-shaped-tree-wtml-1044273-nature-photographers-ltd.jpg","<img src=""tree_alder6.jpg"">","","","","","","","","","https://www.woodlandtrust.org.uk/media/3878/alder-lead-diagnostic-wtml-1044268-nature-photographers-ltd.jpg","<img src=""tree_alder7.jpg"">","The purple or grey leaf buds form on long stems and the 3–9cm long, dark green leaves are racquet-shaped and leathery, with serrated edges. The leaf tip is never pointed and is often indented.","https://www.woodlandtrust.org.uk/media/3880/alder-male-and-female-flowers-wtml-1044266-nature-photographers-ltd.jpg","<img src=""tree_alder8.jpg"">","Flowers are on catkins which appear between February and April. Alder is monoecious, which means that both male and female flowers are found on the same tree. Male catkins are pendulous, measuring 2–6cm, and turn yellow. Female catkins are green and oval-shaped and are grouped in numbers of three to eight on each stalk.","https://www.woodlandtrust.org.uk/media/3881/alder-new-leaves-alamy-enafxg-jose-okolo.jpg","<img src=""tree_alder9.jpg"">","Once pollinated by wind, the female catkins gradually become woody and appear as tiny, cone-like fruits in winter. They open up to release their seeds, which are dispersed by wind and water.","Betulaceae Native_tree"]
["Holly","https://www.woodlandtrust.org.uk/trees-woods-and-wildlife/british-trees/a-z-of-british-trees/holly/","Festive, neat and prickly. Holly is a well-loved shrub that shelters birds and gives hedgehogs a cosy place to hibernate.","","<em>Ilex aquifolium</em>","https://www.woodlandtrust.org.uk/media/4849/holly-bush-with-berries-in-snow-covered-landscape-quantocks-somerset-uk-npl-01079379-john-waters.jpg","<img src=""tree_holly1.jpg"">","https://www.woodlandtrust.org.uk/media/4843/holly-single-leaf-diagnostic-wtml-1028053-shaun-nixon.jpg","<img src=""tree_holly2.jpg"">","https://www.woodlandtrust.org.uk/media/4844/holly-tree-ancient-bratley-view-new-forest-alamy-dey1wt-helen-hotson.jpg","<img src=""tree_holly3.jpg"">","https://www.woodlandtrust.org.uk/media/4847/holly-bark-close-up-wtml-1015438-margaret-barton.jpg","<img src=""tree_holly4.jpg"">","https://www.woodlandtrust.org.uk/media/4846/holly-winter-frost-wtml-1023352-deborah-morris.jpg","<img src=""tree_holly5.jpg"">","https://www.woodlandtrust.org.uk/media/4848/holly-berries-leaves-wtml-1079200-ben-lee.jpg","<img src=""tree_holly6.jpg"">","https://www.woodlandtrust.org.uk/media/4845/holly-tree-bush-old-wtml-1081321-niall-benvie.jpg","<img src=""tree_holly7.jpg"">","","","","","","","https://www.woodlandtrust.org.uk/media/4842/holly-leaves-holly-1006-lcampbell-laurie-campbell.jpg","<img src=""tree_holly8.jpg"">","Dark green, glossy and oval. Younger plants have spiky leaves, but the leaves of older trees are much more likely to be smooth. Leaves in the upper parts of the tree are also likely to be smooth.","https://www.woodlandtrust.org.uk/media/4850/holly-flowers-female-close-up-alamy-af6rj8-michael-grant.jpg","<img src=""tree_holly9.jpg"">","Holly is dioecious, meaning that male and female flowers occur on different trees. Flowers are white with four petals. They bloom any time between early spring and the very beginning of summer, depending on the climate.","https://www.woodlandtrust.org.uk/media/4841/holly-leaves-close-up-wtml-1081008-derek-lefley.jpg","<img src=""tree_holly10.jpg"">","Once pollinated by insects, female flowers develop into scarlet berries which can remain on the tree throughout winter.","Aquifoliaceae Native_tree"]
["Common hawthorn","https://www.woodlandtrust.org.uk/trees-woods-and-wildlife/british-trees/a-z-of-british-trees/hawthorn/","Named after the month in which it blooms and a sign that spring is turning to summer. The pale green leaves of this hedgerow staple are often the first to appear in spring, with an explosion of pretty pale-pink blossom in May. It simply teems with wildlife from bugs to birds.","hawthorn, May tree, one-seed hawthorn, whitethorn, quickthorn","<em>Crataegus monogyna</em>","https://www.woodlandtrust.org.uk/media/4109/hawthorn-blossom-alamy-e14aw6-david-cook.jpg","<img src=""tree_common-hawthorn1.jpg"">","https://www.woodlandtrust.org.uk/media/49674/hawthorn-tree-blossom-alamy-f3rnnp-gary-cook.jpeg","<img src=""tree_common-hawthorn2.jpg"">","https://www.woodlandtrust.org.uk/media/4102/hawthorn-leaf-diagnostic-wtml-1084152-brian-legg.jpg","<img src=""tree_common-hawthorn3.jpg"">","https://www.woodlandtrust.org.uk/media/4108/hawthorn-bare-twig-wtml-1028071-shaun-nixon.jpg","<img src=""tree_common-hawthorn4.jpg"">","https://www.woodlandtrust.org.uk/media/4103/hawthorn-leaves-fruit-dsc_0627-jill-jennings.jpg","<img src=""tree_common-hawthorn5.jpg"">","https://www.woodlandtrust.org.uk/media/4105/hawthorn-tree-bent-over-by-wind-morecambe-bay-naturepl-01596352-ashley-cooper.jpg","<img src=""tree_common-hawthorn6.jpg"">","https://www.woodlandtrust.org.uk/media/4107/hawthorn-autumn-leaves-wtml-1078704-ben-lee.jpg","<img src=""tree_common-hawthorn7.jpg"">","https://www.woodlandtrust.org.uk/media/4111/hawthorn-bush-flower-wtml-1084146-brian-legg.jpg","<img src=""tree_common-hawthorn8.jpg"">","https://www.woodlandtrust.org.uk/media/4110/hawthorn-branch-twig-autumn-wtml-1078784-ben-lee.jpg","<img src=""tree_common-hawthorn9.jpg"">","","","https://www.woodlandtrust.org.uk/media/4104/hawthorn-leaves-wtml-1078687-ben-lee.jpg","<img src=""tree_common-hawthorn10.jpg"">","Around 6cm in length and comprised of toothed lobes, which cut at least halfway to the middle or 'mid-rib'. They turn yellow before falling in autumn.","https://www.woodlandtrust.org.uk/media/4112/hawthorn-flowers-wtml-1081456-jane-corey.jpg","<img src=""tree_common-hawthorn11.jpg"">","Hawthorns are hermaphrodite, meaning both male and female reproductive parts are contained within each flower. Flowers are highly scented, white or occasionally pink with five petals, and grow in flat-topped clusters.","https://www.woodlandtrust.org.uk/media/4101/hawthorn-fruit-macro-wtml-1078761-ben-lee.jpg","<img src=""tree_common-hawthorn12.jpg"">","Once pollinated by insects, they develop into deep-red fruits known as 'haws'.","Rosaceae Native_tree"]
["Wild cherry","https://www.woodlandtrust.org.uk/trees-woods-and-wildlife/british-trees/a-z-of-british-trees/wild-cherry/","Beautiful blossom and a bounty of bright red fruits. Wild cherry , one of the prettiest native trees, is relished by gardeners and wildlife.","sweet cherry, gean","<em>Prunus avium</em>","https://www.woodlandtrust.org.uk/media/4012/wild-cherry-flowers-wtml-1027550-richard-becker.jpg","<img src=""tree_wild-cherry1.jpg"">","https://www.woodlandtrust.org.uk/media/4006/wild-cherry-single-leaf-diagnostic-wtml-1084139-brian-legg.jpg","<img src=""tree_wild-cherry2.jpg"">","https://www.woodlandtrust.org.uk/media/4010/wild-cherry-bark-wtml-1044191-nature-photographers-ltdwtml.jpg","<img src=""tree_wild-cherry3.jpg"">","https://www.woodlandtrust.org.uk/media/4004/wild-cherry-leaves-silhouette-sunset-wtml-1035642-richard-becker.jpg","<img src=""tree_wild-cherry4.jpg"">","https://www.woodlandtrust.org.uk/media/4013/wild-cherry-fruit-cherries-wtml-1044193-nature-photographers-ltd.jpg","<img src=""tree_wild-cherry5.jpg"">","https://www.woodlandtrust.org.uk/media/4009/wild-cherry-bare-twig-buds-wtml-1044190-nature-photographers-ltd.jpg","<img src=""tree_wild-cherry6.jpg"">","https://www.woodlandtrust.org.uk/media/4005/wild-cherry-leaves-wtml-1084113-brian-legg.jpg","<img src=""tree_wild-cherry7.jpg"">","","","","","","","https://www.woodlandtrust.org.uk/media/4007/wild-cherry-young-fruits-in-spring-france-npl-01580128-klein-and-hubert.jpg","<img src=""tree_wild-cherry8.jpg"">","Oval, green and toothed with pointed tips, measuring 6–15cm with two red glands on the stalk at the leaf base. They fade to orange and deep crimson in autumn.","https://www.woodlandtrust.org.uk/media/4011/wild-cherry-blossom-close-up-wtml-1000211-paul-coppi.jpg","<img src=""tree_wild-cherry9.jpg"">","Cherry trees are hermaphrodite, meaning the male and female reproductive parts are found in the same flower. Flowers, measuring 8–15mm across appear in April and are white and cup-shaped, with five petals. They hang in clusters of two to six.","https://www.woodlandtrust.org.uk/media/48444/wild-cherry-fruit-cherries-wtml-1084130-brian-legg.jpg","<img src=""tree_wild-cherry10.jpg"">","After pollination by insects, the flowers develop into globular, hairless, deep-red cherries.","Rosaceae Native_tree"]
